content,ctime,like,reply_count,user_name,user_level,is_sub_reply,oid,episode,episode_title,anime_title
泪目了,2022-07-15 10:42:29,2,0,煊赫one,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回复 @四三八六 :虽然但是这是会长写的[辣眼睛],2022-07-15 10:42:45,7,0,煊赫one,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
没见过偷了[脱单doge][脱单doge],2022-07-15 12:04:59,2,0,f飘qwq,5,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
tt,2022-07-15 15:22:27,0,0,猫卷砂,5,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
封神制作,2022-07-15 15:31:31,0,0,端木小松,5,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
原来是这样吗，我都这么好了，那你就不配了啊[doge],2022-07-16 11:00:50,2,0,星空如梦不如早睡,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回覆 @四三八六 :原作的,2022-07-17 15:56:47,2,0,看到小穹叫她来亲我,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
倒数第三行的“几遍”是输错了吗[doge],2022-07-18 01:52:39,1,0,有恐高的老鹰,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
[大哭],2022-07-19 22:12:25,0,0,江湖夜雨拾年灯,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
我觉得辉夜设定都这么有钱了，捐几栋楼给斯坦福然后不就可以入学了[滑稽],2022-07-15 08:29:18,4917,25,aaiiif,6,0,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
真人版就是这么结局的[doge],2022-07-15 09:27:49,766,0,かぐや様の发带,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回复 @かぐや様の发带 :Σ( ￣□￣||)&lt;,2022-07-15 09:28:50,30,0,aaiiif,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
是辉夜家里不想让她去远的地方上学[未定事件簿_吸氧],2022-07-15 10:00:19,172,0,暗い黒い,5,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回复 @HKP机动特连SDU :因为有桥本环奈（大嘘,2022-07-15 10:12:31,112,0,我就叫周一啊,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回复 @音游玩家周一 :真的假的！？环奈演的辉夜？,2022-07-15 10:20:34,34,0,小猪响当当,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回复 @HKP机动特连SDU :我觉得还行啊，结局很好,2022-07-15 10:24:36,33,0,老实的石上同学,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
回复 @HKP机动特连SDU :比炒面人好吧（悲,2022-07-15 10:39:49,98,0,一瓶水TV,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
对呀这还有啥好考的 拿钱砸不就行了,2022-07-15 10:40:08,66,0,荣荇芷萱,6,1,385935686,12,辉夜大小姐想告白② | 辉夜大小姐想告白③ |「两个告白」前篇,辉夜大小姐想让我告白 -究极浪漫-
今日的胜负：观众败北,2022-07-15 00:48:35,32603,15,崩环星穹铁道,6,0,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
太对辣,2022-07-15 00:54:30,56,0,三房罗琳Rowling,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
BV1mB4y1e7P2[热词系列_三连],2022-07-15 01:48:31,65,0,非要取名干啥,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
完全不能理解,2022-07-15 12:18:19,436,0,老师傅你好,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
没谈过恋爱 太痛了[酸了],2022-07-17 02:55:30,629,0,爱人想继续,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
悲剧，往往都有第三者的参与，和对原主的排挤（[无语]）,2022-07-17 21:27:01,316,0,Im萨姆,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @Im萨姆 :嘶~会长没跟藤原在一起，emo了吗[doge],2022-07-18 08:19:41,34,0,拉阿推L,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @拉阿推L :藤原：“看来会长本来应该是我喜欢的类型呐”[妙啊],2022-07-18 13:23:45,39,0,Im萨姆,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
类似于在你吃糖时突然给你心脏扎了一刀[酸了],2022-07-19 16:17:51,38,0,裆前橘逝,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
@冬甜pabo 观众败北迫真[恋乃夜舞_哭],2022-07-28 01:15:39,14,0,梓川橙,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @Im萨姆 :正是没有任何一个人做错，才会受伤的更痛[大哭],2022-08-14 18:17:32,9,0,翡翠之木,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
我为什么会心酸，等下一季,2022-12-24 21:45:51,1,0,偏偏爱你啊,4,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
心痛，没能看见亲亲[大哭],2023-07-03 12:32:18,4,0,碳水3SL,3,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
笑点解析：崩环星穹铁道[笑哭],2024-06-20 06:18:10,1,0,花落茨木音,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
不，是所有人的胜利[打call],2024-10-24 11:26:13,0,0,呆毛感应,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
真的是！,2024-12-03 19:12:30,0,0,御坂13863号,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
认认真真把辉夜规划进自己未来的会长真的好戳我[酸了],2022-07-15 00:38:28,21788,25,迷鹿才不会迷路,5,0,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
希望你也能遇到把你规划进自己未来的另一半[保卫萝卜_哇],2022-07-15 01:20:01,871,0,你给我果瀨,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
笑死了，突然想到了一句话。别人不喜欢你就会说，你为什么要绑架我的未来？[抠鼻][抠鼻],2022-07-15 02:46:19,139,0,A-phenomenon,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @誓___约 :扎心,2022-07-15 07:43:09,18,0,园本慕,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @找到夏天了吗 :你好温柔，陌生人[奶茶干杯],2022-07-15 08:10:27,209,0,梅莉可爱捏,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
[酸了][酸了][酸了][酸了][酸了][酸了][酸了],2022-07-15 08:31:35,3,0,维坦利亚a,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
死亡名单[脱单doge],2022-07-15 08:47:36,1,0,橘色の春天,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @找到夏天了吗 :谢谢～你也是哦,2022-07-15 09:14:48,4,0,迷鹿才不会迷路,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
去爱一个未来计划里有你的人,2022-07-15 09:51:45,55,0,Requiem_Taboo,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @Requiem_Taboo :你也是啊,2022-07-15 10:00:03,3,0,迷鹿才不会迷路,5,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @誓___约 :不过既然成为了另一半，那应该就是互相喜欢的吧,2022-07-15 11:03:22,7,0,远山见丶,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @找到夏天了吗 :遇到了遇到了[保卫萝卜_哇][保卫萝卜_哇][保卫萝卜_哇],2022-07-15 11:22:02,10,0,爱吃肉de兔叽,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @爱吃肉de兔叽 :祝贺你[保卫萝卜_哇],2022-07-15 12:37:51,3,0,你给我果瀨,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
回复 @爱吃肉de兔叽 :恭喜,2022-07-15 13:06:05,1,0,CIear栗子球,6,1,258460294,13,「两个告白」后篇 | 秀知院后夜祭,辉夜大小姐想让我告白 -究极浪漫-
