content,time,mode,color,send_time,cid,episode,episode_title,anime_title,aid,clean_content,segmented
这不是上部的op1嘛,1153.079,1,16777215,2023-07-12 16:25:33,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,op1,op1
a o e,709.65,1,16777215,2023-06-30 20:54:07,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,a o e,a o e
kaji的声音太好听了,888.923,1,16777215,2023-06-29 09:08:01,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,kaji,kaji
毕竟米兰乔cv是坂本真绫,1077.84,1,16777215,2023-06-26 11:08:22,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,cv,cv
非得让我哭是吧T﹏T,1281.145,1,16777215,2023-06-21 21:46:46,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,TT,TT
不想接近你，非要去追，dog,206.48,1,16777215,2023-06-19 00:03:22,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,dog,dog
找到库克送iPhone15是吧,944.074,1,16777215,2023-06-18 21:38:26,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,iPhone15,iPhone15
小小年纪就出柜……这个CP很好磕,1272.465,5,15138834,2023-06-17 00:40:26,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,CP,CP
C6H6,1209.739,1,16777215,2023-06-16 12:52:03,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,C6H6,C6H6
找米兰桥ing...,997.134,1,16777215,2023-06-16 11:41:40,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,ing,ing
O△O ,238.62,5,15138834,2023-06-16 11:18:20,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,OO,OO
呦!我是DJ喜羊羊,1051.592,5,9487136,2023-06-13 15:51:19,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,DJ,DJ
西卡西，那有oo,1259.912,5,16707842,2023-06-12 20:42:18,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,oo,oo
啊。。我又要ks了,1244.498,1,16777215,2023-06-10 14:01:56,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,ks,ks
啊，kswl,906.453,1,16777215,2023-06-10 13:55:10,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,kswl,kswl
好可爱好可爱，woli波吉,567.348,1,16777215,2023-06-10 13:46:50,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,woli,woli
QQ,1152.293,1,16777215,2023-06-10 13:15:25,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,QQ,QQ
波吉波吉GOGOGO,1178.729,1,16777215,2023-06-10 01:16:50,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,GOGOGO,GOGOGO
小手一滑，op没有,1163.0,5,16777215,2023-06-09 21:12:56,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,op,op
好听Aimer,1341.349,1,16777215,2023-06-09 11:40:47,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,Aimer,Aimer
QAQ,1149.038,1,16777215,2023-06-09 06:40:07,1157052422,9,米兰乔与魔神 | 王子与宝物,国王排名 勇气的宝箱,912043309,QAQ,QAQ
